model,group,median_first_passage,q3_first_passage,mean_not_reached_fraction,minimum_not_reached_fraction,maximum_not_reached_fraction,not_reached_tolerance,thresholds,minimum_threshold,maximum_threshold
56,4,2.0,2.0,0.038461538461538436,0.038461538461538436,0.038461538461538436,0.02,6,6,6
56,5,2.0,2.0,0.07692307692307687,0.07692307692307687,0.07692307692307687,0.02,"7,8",7,8
56,6,2.0,2.25,0.07692307692307687,0.07692307692307687,0.07692307692307687,0.02,9,9,9
56,7,2.0,3.0,0.09615384615384615,0.09615384615384615,0.09615384615384615,0.02,10,10,10
56,8,3.0,3.0,0.09615384615384615,0.09615384615384615,0.09615384615384615,0.02,"11,12",11,12
56,9,3.0,4.0,0.13461538461538458,0.13461538461538458,0.13461538461538458,0.02,13,13,13
56,10,4.0,4.0,0.13461538461538458,0.13461538461538458,0.13461538461538458,0.02,14,14,14
56,11,4.0,5.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.02,15,15,15
56,12,5.0,5.0,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.02,16,16,16
56,13,5.0,6.0,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.02,17,17,17
56,14,6.0,6.0,0.21153846153846156,0.21153846153846156,0.21153846153846156,0.02,18,18,18
56,15,nie,nie,1.0,1.0,1.0,0.02,19,19,19
57,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
57,2,1.0,1.0,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,"4,5",4,5
57,3,1.0,2.0,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,6,6,6
57,4,2.0,2.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.02,"7,8,9",7,9
57,5,2.0,2.0,0.08108108108108103,0.08108108108108103,0.08108108108108103,0.02,10,10,10
57,6,3.0,3.0,0.08108108108108103,0.08108108108108103,0.08108108108108103,0.02,"11,12",11,12
57,7,3.0,3.0,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02,13,13,13
57,8,3.0,4.0,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02,14,14,14
57,9,4.0,4.0,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02,15,15,15
57,10,4.0,5.0,0.1351351351351351,0.1351351351351351,0.1351351351351351,0.02,16,16,16
57,11,5.0,5.0,0.14864864864864868,0.14864864864864868,0.14864864864864868,0.02,17,17,17
57,12,5.0,6.0,0.18918918918918914,0.18918918918918914,0.18918918918918914,0.02,18,18,18
57,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
58,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
58,2,1.0,1.0,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,4,4,4
58,3,1.0,1.25,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,5,5,5
58,4,2.0,2.0,0.027027027027026973,0.027027027027026973,0.027027027027026973,0.02,6,6,6
58,5,2.0,2.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.02,"7,8",7,8
58,6,2.0,3.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.02,9,9,9
58,7,3.0,3.0,0.09459459459459463,0.09459459459459463,0.09459459459459463,0.02,"10,11",10,11
58,8,3.0,3.5,0.09459459459459463,0.09459459459459463,0.09459459459459463,0.02,12,12,12
58,9,4.0,4.0,0.14864864864864868,0.14864864864864868,0.14864864864864868,0.02,13,13,13
58,10,4.0,5.0,0.14864864864864868,0.14864864864864868,0.14864864864864868,0.02,14,14,14
58,11,4.5,5.0,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.02,15,15,15
58,12,5.0,6.0,0.22972972972972971,0.22972972972972971,0.22972972972972971,0.02,16,16,16
58,13,6.0,6.0,0.2567567567567568,0.2567567567567568,0.2567567567567568,0.02,17,17,17
58,14,6.0,7.0,0.29729729729729726,0.29729729729729726,0.29729729729729726,0.02,18,18,18
58,15,nie,nie,1.0,1.0,1.0,0.02,19,19,19
59,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
59,2,1.0,1.0,0.03125,0.03125,0.03125,0.02,"4,5",4,5
59,3,2.0,2.0,0.041666666666666664,0.03125,0.046875,0.02,"6,7,8",6,8
59,4,2.0,3.0,0.046875,0.046875,0.046875,0.02,9,9,9
59,5,2.0,3.0,0.078125,0.078125,0.078125,0.02,10,10,10
59,6,3.0,3.0,0.078125,0.078125,0.078125,0.02,11,11,11
59,7,3.0,4.0,0.078125,0.078125,0.078125,0.02,12,12,12
59,8,4.0,4.0,0.109375,0.109375,0.109375,0.02,13,13,13
59,9,4.0,5.0,0.109375,0.109375,0.109375,0.02,14,14,14
59,10,5.0,5.0,0.109375,0.109375,0.109375,0.02,15,15,15
59,11,5.0,6.0,0.140625,0.140625,0.140625,0.02,16,16,16
59,12,6.0,6.0,0.140625,0.140625,0.140625,0.02,17,17,17
59,13,6.0,7.0,0.15625,0.15625,0.15625,0.02,18,18,18
59,14,nie,nie,1.0,1.0,1.0,0.02,19,19,19
60,1,1.0,1.0,0.005555555555555536,0.0,0.01388888888888884,0.02,"1,2,3,4,5",1,5
60,2,1.0,2.0,0.01388888888888884,0.01388888888888884,0.01388888888888884,0.02,6,6,6
60,3,2.0,2.0,0.02777777777777779,0.02777777777777779,0.02777777777777779,0.02,"7,8,9",7,9
60,4,2.0,3.0,0.05555555555555558,0.05555555555555558,0.05555555555555558,0.02,10,10,10
60,5,3.0,3.0,0.05555555555555558,0.05555555555555558,0.05555555555555558,0.02,"11,12",11,12
60,6,3.0,3.0,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.02,13,13,13
60,7,3.0,4.0,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.02,14,14,14
60,8,3.5,4.0,0.08333333333333337,0.08333333333333337,0.08333333333333337,0.02,15,15,15
60,9,4.0,5.0,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.02,"16,17",16,17
60,10,5.0,6.0,0.13888888888888884,0.13888888888888884,0.13888888888888884,0.02,18,18,18
60,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
61,1,1.0,1.0,0.005633802816901401,0.0,0.014084507042253502,0.02,"1,2,3,4,5",1,5
61,2,2.0,2.0,0.014084507042253502,0.014084507042253502,0.014084507042253502,0.02,6,6,6
61,3,2.0,2.0,0.04225352112676062,0.04225352112676062,0.04225352112676062,0.02,"7,8,9",7,9
61,4,3.0,3.0,0.07042253521126762,0.07042253521126762,0.07042253521126762,0.02,"10,11,12",10,12
61,5,4.0,4.0,0.11267605633802813,0.11267605633802813,0.11267605633802813,0.02,"13,14",13,14
61,6,4.0,5.0,0.12676056338028174,0.12676056338028174,0.12676056338028174,0.02,15,15,15
61,7,5.0,5.75,0.18309859154929575,0.18309859154929575,0.18309859154929575,0.02,16,16,16
61,8,6.0,6.0,0.21126760563380287,0.21126760563380287,0.21126760563380287,0.02,17,17,17
61,9,6.0,7.0,0.2535211267605634,0.2535211267605634,0.2535211267605634,0.02,18,18,18
61,10,nie,nie,1.0,1.0,1.0,0.02,19,19,19
62,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
62,2,1.0,1.0,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.02,"4,5",4,5
62,3,2.0,2.0,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.02,6,6,6
62,4,2.0,2.0,0.06849315068493156,0.06849315068493156,0.06849315068493156,0.02,"7,8",7,8
62,5,2.0,3.0,0.07534246575342468,0.06849315068493156,0.0821917808219178,0.02,"9,10",9,10
62,6,3.0,3.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,"11,12",11,12
62,7,3.0,4.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,13,13,13
62,8,4.0,4.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,14,14,14
62,9,4.0,5.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,15,15,15
62,10,5.0,5.0,0.136986301369863,0.136986301369863,0.136986301369863,0.02,16,16,16
62,11,5.0,6.0,0.136986301369863,0.136986301369863,0.136986301369863,0.02,17,17,17
62,12,6.0,6.0,0.1643835616438356,0.1643835616438356,0.1643835616438356,0.02,18,18,18
62,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
63,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
63,2,1.0,1.0,0.028169014084507005,0.028169014084507005,0.028169014084507005,0.02,4,4,4
63,3,1.0,2.0,0.028169014084507005,0.028169014084507005,0.028169014084507005,0.02,5,5,5
63,4,2.0,2.0,0.028169014084507005,0.028169014084507005,0.028169014084507005,0.02,6,6,6
63,5,2.0,2.0,0.07042253521126762,0.07042253521126762,0.07042253521126762,0.02,"7,8",7,8
63,6,2.0,3.0,0.07042253521126762,0.07042253521126762,0.07042253521126762,0.02,9,9,9
63,7,3.0,3.0,0.12676056338028174,0.12676056338028174,0.12676056338028174,0.02,"10,11",10,11
63,8,3.0,4.0,0.12676056338028174,0.12676056338028174,0.12676056338028174,0.02,12,12,12
63,9,4.0,4.0,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.02,13,13,13
63,10,4.0,5.0,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.02,14,14,14
63,11,5.0,5.0,0.18309859154929575,0.18309859154929575,0.18309859154929575,0.02,15,15,15
63,12,5.0,6.0,0.22535211267605637,0.22535211267605637,0.22535211267605637,0.02,16,16,16
63,13,6.0,6.0,0.2676056338028169,0.2676056338028169,0.2676056338028169,0.02,17,17,17
63,14,6.0,7.0,0.3098591549295775,0.3098591549295775,0.3098591549295775,0.02,18,18,18
63,15,nie,nie,1.0,1.0,1.0,0.02,19,19,19
64,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
64,2,1.0,1.0,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.02,4,4,4
64,3,1.0,2.0,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.02,5,5,5
64,4,2.0,2.0,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.02,6,6,6
64,5,2.0,2.0,0.07936507936507942,0.07936507936507942,0.07936507936507942,0.02,"7,8",7,8
64,6,2.0,3.0,0.07936507936507942,0.07936507936507942,0.07936507936507942,0.02,9,9,9
64,7,3.0,3.0,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.02,"10,11",10,11
64,8,3.0,3.75,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.02,12,12,12
64,9,4.0,4.0,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.02,"13,14",13,14
64,10,4.0,5.0,0.2063492063492064,0.2063492063492064,0.2063492063492064,0.02,15,15,15
64,11,5.0,5.0,0.23809523809523814,0.23809523809523814,0.23809523809523814,0.02,16,16,16
64,12,5.0,6.0,0.25396825396825395,0.25396825396825395,0.25396825396825395,0.02,17,17,17
64,13,6.0,7.0,0.25396825396825395,0.25396825396825395,0.25396825396825395,0.02,18,18,18
64,14,nie,nie,1.0,1.0,1.0,0.02,19,19,19
65,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
65,2,1.0,1.0,0.02631578947368418,0.02631578947368418,0.02631578947368418,0.02,"4,5",4,5
65,3,1.5,2.0,0.02631578947368418,0.02631578947368418,0.02631578947368418,0.02,6,6,6
65,4,2.0,2.0,0.06578947368421051,0.06578947368421051,0.06578947368421051,0.02,"7,8,9",7,9
65,5,2.0,3.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,10,10,10
65,6,3.0,3.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,"11,12",11,12
65,7,3.0,4.0,0.17105263157894735,0.17105263157894735,0.17105263157894735,0.02,"13,14",13,14
65,8,4.0,4.0,0.1842105263157895,0.1842105263157895,0.1842105263157895,0.02,15,15,15
65,9,4.0,5.0,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.02,16,16,16
65,10,4.0,5.0,0.23684210526315785,0.23684210526315785,0.23684210526315785,0.02,17,17,17
65,11,5.0,5.0,0.25,0.25,0.25,0.02,18,18,18
65,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
66,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
66,2,1.0,1.0,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.02,4,4,4
66,3,1.0,2.0,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.02,5,5,5
66,4,2.0,2.0,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.02,6,6,6
66,5,2.0,2.0,0.04938271604938271,0.04938271604938271,0.04938271604938271,0.02,"7,8",7,8
66,6,2.0,3.0,0.04938271604938271,0.04938271604938271,0.04938271604938271,0.02,9,9,9
66,7,3.0,3.0,0.0864197530864198,0.0864197530864198,0.0864197530864198,0.02,"10,11",10,11
66,8,3.0,4.0,0.0864197530864198,0.0864197530864198,0.0864197530864198,0.02,12,12,12
66,9,4.0,4.0,0.13580246913580252,0.13580246913580252,0.13580246913580252,0.02,13,13,13
66,10,4.0,5.0,0.13580246913580252,0.13580246913580252,0.13580246913580252,0.02,14,14,14
66,11,5.0,5.0,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.02,15,15,15
66,12,5.0,6.0,0.18518518518518523,0.18518518518518523,0.18518518518518523,0.02,16,16,16
66,13,6.0,7.0,0.2098765432098766,0.2098765432098766,0.2098765432098766,0.02,17,17,17
66,14,7.0,8.0,0.24691358024691357,0.24691358024691357,0.24691358024691357,0.02,18,18,18
66,15,nie,nie,1.0,1.0,1.0,0.02,19,19,19
67,1,1.0,1.0,0.00625,0.0,0.015625,0.02,"1,2,3,4,5",1,5
67,2,1.0,2.0,0.015625,0.015625,0.015625,0.02,6,6,6
67,3,2.0,2.0,0.03125,0.03125,0.03125,0.02,"7,8,9",7,9
67,4,2.0,3.0,0.046875,0.046875,0.046875,0.02,10,10,10
67,5,3.0,3.0,0.052083333333333336,0.046875,0.0625,0.02,"11,12,13",11,13
67,6,3.0,4.0,0.0625,0.0625,0.0625,0.02,14,14,14
67,7,4.0,4.0,0.078125,0.078125,0.078125,0.02,15,15,15
67,8,4.0,5.0,0.1171875,0.109375,0.125,0.02,"16,17",16,17
67,9,5.0,5.0,0.140625,0.140625,0.140625,0.02,18,18,18
67,10,nie,nie,1.0,1.0,1.0,0.02,19,19,19
68,1,1.0,1.0,0.005714285714285694,0.0,0.014285714285714235,0.02,"1,2,3,4,5",1,5
68,2,1.0,2.0,0.014285714285714235,0.014285714285714235,0.014285714285714235,0.02,6,6,6
68,3,2.0,2.0,0.042857142857142816,0.042857142857142816,0.042857142857142816,0.02,"7,8,9",7,9
68,4,2.0,3.0,0.05714285714285716,0.05714285714285716,0.05714285714285716,0.02,10,10,10
68,5,3.0,3.0,0.05714285714285716,0.05714285714285716,0.05714285714285716,0.02,"11,12",11,12
68,6,3.0,4.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.02,"13,14",13,14
68,7,4.0,4.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.02,15,15,15
68,8,4.0,5.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.02,16,16,16
68,9,5.0,5.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.02,17,17,17
68,10,5.0,6.0,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.02,18,18,18
68,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
69,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
69,2,1.0,1.0,0.02777777777777779,0.02777777777777779,0.02777777777777779,0.02,"4,5",4,5
69,3,1.0,2.0,0.02777777777777779,0.02777777777777779,0.02777777777777779,0.02,6,6,6
69,4,2.0,2.0,0.05555555555555558,0.05555555555555558,0.05555555555555558,0.02,"7,8,9",7,9
69,5,2.0,3.0,0.09722222222222221,0.09722222222222221,0.09722222222222221,0.02,10,10,10
69,6,3.0,3.0,0.09722222222222221,0.09722222222222221,0.09722222222222221,0.02,"11,12",11,12
69,7,3.0,3.5,0.125,0.125,0.125,0.02,13,13,13
69,8,3.0,4.0,0.125,0.125,0.125,0.02,14,14,14
69,9,4.0,4.0,0.13888888888888884,0.13888888888888884,0.13888888888888884,0.02,15,15,15
69,10,4.0,5.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.02,16,16,16
69,11,4.0,5.0,0.19444444444444442,0.19444444444444442,0.19444444444444442,0.02,17,17,17
69,12,5.0,6.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.02,18,18,18
69,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
70,1,1.0,1.0,0.00512820512820511,0.0,0.012820512820512775,0.02,"1,2,3,4,5",1,5
70,2,1.0,2.0,0.012820512820512775,0.012820512820512775,0.012820512820512775,0.02,6,6,6
70,3,2.0,2.0,0.038461538461538436,0.038461538461538436,0.038461538461538436,0.02,"7,8,9",7,9
70,4,2.0,3.0,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02,10,10,10
70,5,3.0,3.0,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02,"11,12",11,12
70,6,3.0,4.0,0.11538461538461542,0.11538461538461542,0.11538461538461542,0.02,13,13,13
70,7,4.0,4.0,0.11538461538461542,0.11538461538461542,0.11538461538461542,0.02,"14,15",14,15
70,8,4.0,5.0,0.14102564102564108,0.14102564102564108,0.14102564102564108,0.02,16,16,16
70,9,5.0,5.0,0.14102564102564108,0.14102564102564108,0.14102564102564108,0.02,17,17,17
70,10,5.0,6.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.02,18,18,18
70,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
71,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
71,2,1.0,1.0,0.02777777777777779,0.02777777777777779,0.02777777777777779,0.02,"4,5",4,5
71,3,2.0,2.0,0.03819444444444442,0.02777777777777779,0.04166666666666663,0.02,"6,7,8,9",6,9
71,4,2.0,3.0,0.06944444444444442,0.06944444444444442,0.06944444444444442,0.02,10,10,10
71,5,3.0,3.0,0.06944444444444442,0.06944444444444442,0.06944444444444442,0.02,"11,12",11,12
71,6,3.0,4.0,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.02,13,13,13
71,7,4.0,4.0,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.02,14,14,14
71,8,4.0,5.0,0.125,0.125,0.125,0.02,15,15,15
71,9,4.0,5.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.02,16,16,16
71,10,5.0,6.0,0.18055555555555558,0.18055555555555558,0.18055555555555558,0.02,17,17,17
71,11,5.5,6.0,0.19444444444444442,0.19444444444444442,0.19444444444444442,0.02,18,18,18
71,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
72,1,1.0,1.0,0.00588235294117645,0.0,0.014705882352941124,0.02,"1,2,3,4,5",1,5
72,2,2.0,2.0,0.024509803921568613,0.014705882352941124,0.02941176470588236,0.02,"6,7,8",6,8
72,3,2.0,2.75,0.02941176470588236,0.02941176470588236,0.02941176470588236,0.02,9,9,9
72,4,2.0,3.0,0.05882352941176472,0.05882352941176472,0.05882352941176472,0.02,10,10,10
72,5,3.0,3.0,0.05882352941176472,0.05882352941176472,0.05882352941176472,0.02,"11,12",11,12
72,6,3.0,4.0,0.1029411764705882,0.1029411764705882,0.1029411764705882,0.02,13,13,13
72,7,4.0,4.0,0.1029411764705882,0.1029411764705882,0.1029411764705882,0.02,14,14,14
72,8,4.0,5.0,0.11764705882352944,0.11764705882352944,0.11764705882352944,0.02,15,15,15
72,9,5.0,5.0,0.13235294117647056,0.13235294117647056,0.13235294117647056,0.02,16,16,16
72,10,5.0,6.0,0.1470588235294118,0.1470588235294118,0.1470588235294118,0.02,17,17,17
72,11,6.0,7.0,0.17647058823529416,0.17647058823529416,0.17647058823529416,0.02,18,18,18
72,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
73,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
73,2,1.0,1.0,0.02985074626865669,0.02985074626865669,0.02985074626865669,0.02,"4,5",4,5
73,3,2.0,2.0,0.04104477611940299,0.02985074626865669,0.04477611940298509,0.02,"6,7,8,9",6,9
73,4,2.0,3.0,0.05970149253731338,0.05970149253731338,0.05970149253731338,0.02,10,10,10
73,5,3.0,3.0,0.05970149253731338,0.05970149253731338,0.05970149253731338,0.02,"11,12",11,12
73,6,3.0,4.0,0.08955223880597019,0.08955223880597019,0.08955223880597019,0.02,13,13,13
73,7,4.0,4.0,0.08955223880597019,0.08955223880597019,0.08955223880597019,0.02,14,14,14
73,8,4.0,5.0,0.08955223880597019,0.08955223880597019,0.08955223880597019,0.02,15,15,15
73,9,5.0,5.0,0.10447761194029848,0.10447761194029848,0.10447761194029848,0.02,16,16,16
73,10,5.0,6.0,0.11940298507462688,0.11940298507462688,0.11940298507462688,0.02,17,17,17
73,11,6.0,7.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.02,18,18,18
73,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
74,1,1.0,1.0,0.0052631578947368585,0.0,0.013157894736842146,0.02,"1,2,3,4,5",1,5
74,2,2.0,2.0,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.02,6,6,6
74,3,2.0,2.0,0.03947368421052633,0.03947368421052633,0.03947368421052633,0.02,"7,8",7,8
74,4,2.0,3.0,0.03947368421052633,0.03947368421052633,0.03947368421052633,0.02,9,9,9
74,5,2.0,3.0,0.06578947368421051,0.06578947368421051,0.06578947368421051,0.02,10,10,10
74,6,3.0,3.0,0.06578947368421051,0.06578947368421051,0.06578947368421051,0.02,"11,12",11,12
74,7,3.0,4.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,13,13,13
74,8,4.0,4.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,14,14,14
74,9,4.0,5.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,15,15,15
74,10,5.0,5.0,0.11842105263157898,0.11842105263157898,0.11842105263157898,0.02,16,16,16
74,11,5.0,6.0,0.11842105263157898,0.11842105263157898,0.11842105263157898,0.02,17,17,17
74,12,6.0,6.0,0.13157894736842102,0.13157894736842102,0.13157894736842102,0.02,18,18,18
74,13,nie,nie,1.0,1.0,1.0,0.02,19,19,19
75,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
75,2,1.0,1.0,0.02985074626865669,0.02985074626865669,0.02985074626865669,0.02,"4,5",4,5
75,3,1.0,2.0,0.02985074626865669,0.02985074626865669,0.02985074626865669,0.02,6,6,6
75,4,2.0,2.0,0.05970149253731338,0.05970149253731338,0.05970149253731338,0.02,"7,8,9",7,9
75,5,2.0,2.25,0.10447761194029848,0.10447761194029848,0.10447761194029848,0.02,10,10,10
75,6,3.0,3.0,0.10447761194029848,0.10447761194029848,0.10447761194029848,0.02,"11,12",11,12
75,7,3.0,3.0,0.13432835820895528,0.13432835820895528,0.13432835820895528,0.02,13,13,13
75,8,3.0,4.0,0.13432835820895528,0.13432835820895528,0.13432835820895528,0.02,14,14,14
75,9,4.0,4.0,0.13432835820895528,0.13432835820895528,0.13432835820895528,0.02,15,15,15
75,10,4.0,5.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.02,16,16,16
75,11,5.0,6.0,0.15671641791044777,0.14925373134328357,0.16417910447761197,0.02,"17,18",17,18
75,12,nie,nie,1.0,1.0,1.0,0.02,19,19,19
76,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
76,2,1.0,1.0,0.036363636363636376,0.036363636363636376,0.036363636363636376,0.02,"4,5",4,5
76,3,2.0,2.0,0.036363636363636376,0.036363636363636376,0.036363636363636376,0.02,6,6,6
76,4,2.0,2.0,0.07272727272727275,0.07272727272727275,0.07272727272727275,0.02,"7,8",7,8
76,5,2.0,3.0,0.07272727272727275,0.07272727272727275,0.07272727272727275,0.02,9,9,9
76,6,2.0,3.0,0.10909090909090913,0.10909090909090913,0.10909090909090913,0.02,10,10,10
76,7,3.0,3.0,0.10909090909090913,0.10909090909090913,0.10909090909090913,0.02,11,11,11
76,8,3.0,4.0,0.11818181818181822,0.10909090909090913,0.12727272727272732,0.02,"12,13",12,13
76,9,4.0,4.25,0.12727272727272732,0.12727272727272732,0.12727272727272732,0.02,14,14,14
76,10,4.0,5.0,0.12727272727272732,0.12727272727272732,0.12727272727272732,0.02,15,15,15
76,11,5.0,5.0,0.1636363636363637,0.1636363636363637,0.1636363636363637,0.02,16,16,16
76,12,5.0,6.0,0.18181818181818177,0.18181818181818177,0.18181818181818177,0.02,17,17,17
76,13,6.0,7.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.02,18,18,18
76,14,nie,nie,1.0,1.0,1.0,0.02,19,19,19
77,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
77,2,1.0,1.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.02,"4,5",4,5
77,3,2.0,2.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.02,6,6,6
77,4,2.0,2.0,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.02,"7,8",7,8
77,5,2.0,3.0,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.02,9,9,9
77,6,2.5,3.0,0.10769230769230764,0.10769230769230764,0.10769230769230764,0.02,10,10,10
77,7,3.0,3.0,0.10769230769230764,0.10769230769230764,0.10769230769230764,0.02,11,11,11
77,8,3.0,3.75,0.10769230769230764,0.10769230769230764,0.10769230769230764,0.02,12,12,12
77,9,3.0,4.0,0.16923076923076918,0.16923076923076918,0.16923076923076918,0.02,13,13,13
77,10,4.0,4.0,0.16923076923076918,0.16923076923076918,0.16923076923076918,0.02,14,14,14
77,11,4.0,5.0,0.18461538461538463,0.18461538461538463,0.18461538461538463,0.02,15,15,15
77,12,4.0,5.0,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.02,16,16,16
77,13,5.0,5.0,0.23076923076923073,0.23076923076923073,0.23076923076923073,0.02,17,17,17
77,14,6.0,6.0,0.2615384615384615,0.2615384615384615,0.2615384615384615,0.02,18,18,18
77,15,nie,nie,1.0,1.0,1.0,0.02,19,19,19
78,1,1.0,1.0,0.00588235294117645,0.0,0.014705882352941124,0.02,"1,2,3,4,5",1,5
78,2,1.0,2.0,0.014705882352941124,0.014705882352941124,0.014705882352941124,0.02,6,6,6
78,3,2.0,2.0,0.02941176470588236,0.02941176470588236,0.02941176470588236,0.02,"7,8,9",7,9
78,4,2.0,3.0,0.05882352941176472,0.05882352941176472,0.05882352941176472,0.02,10,10,10
78,5,3.0,3.0,0.05882352941176472,0.05882352941176472,0.05882352941176472,0.02,"11,12",11,12
78,6,3.0,4.0,0.1029411764705882,0.1029411764705882,0.1029411764705882,0.02,"13,14",13,14
78,7,4.0,5.0,0.1029411764705882,0.1029411764705882,0.1029411764705882,0.02,15,15,15
78,8,4.0,5.0,0.1470588235294118,0.1470588235294118,0.1470588235294118,0.02,16,16,16
78,9,5.0,5.75,0.1470588235294118,0.1470588235294118,0.1470588235294118,0.02,17,17,17
78,10,5.0,6.0,0.16176470588235292,0.16176470588235292,0.16176470588235292,0.02,18,18,18
78,11,nie,nie,1.0,1.0,1.0,0.02,19,19,19
79,1,1.0,1.0,0.00625,0.0,0.015625,0.02,"1,2,3,4,5",1,5
79,2,2.0,2.0,0.015625,0.015625,0.015625,0.02,6,6,6
79,3,2.0,2.0,0.046875,0.046875,0.046875,0.02,"7,8,9",7,9
79,4,2.0,3.0,0.0625,0.0625,0.0625,0.02,10,10,10
79,5,3.0,3.0,0.0625,0.0625,0.0625,0.02,"11,12",11,12
79,6,3.0,4.0,0.09375,0.09375,0.09375,0.02,13,13,13
79,7,4.0,4.0,0.09375,0.09375,0.09375,0.02,14,14,14
